"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update","drop"
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-15,24,"CO",9,NA,2020-06-24,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-15,24,"HO.HA",1,2020-05-31,2020-07-03,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-15,24,"HO.iHA",5,2020-06-15,2020-06-25,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-15,24,"Unlinked",2,2020-05-03,2020-04-24,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-22,25,"CO",3,2020-06-30,2020-06-30,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-22,25,"HO.HA",1,2020-06-04,2020-07-13,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-22,25,"Unlinked",5,NA,NA,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-29,26,"CO",8,2020-07-05,2020-07-06,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-06-29,26,"Unlinked",21,2020-03-18,2020-05-16,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-06,27,"CO",4,2020-07-11,2020-07-16,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-06,27,"HO.iHA",7,2020-07-07,2020-07-17,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-06,27,"Unlinked",5,NA,2020-06-30,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-13,28,"CO",13,2020-07-26,NA,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-13,28,"HO.HA",6,2020-05-28,NA,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-13,28,"HO.iHA",7,2020-07-11,2020-07-15,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-13,28,"Unlinked",8,2020-07-14,2020-07-15,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-20,29,"Unlinked",2,2019-12-21,2019-12-22,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3488","LJL",2020-07-27,30,"CO",2,2020-07-28,2020-07-30,TRUE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-02,9,"CO",14,NA,2020-03-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-09,10,"CO",5,2020-03-14,2020-04-07,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-09,10,"HO.HA",10,2020-02-24,2020-04-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-09,10,"HO.iHA",10,2020-03-12,2020-03-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-16,11,"CO",7,2020-03-22,2020-04-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-16,11,"HO.iHA",7,2020-03-15,2020-03-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-16,11,"Unlinked",2,2020-03-17,2020-03-17,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-23,12,"CO",57,2020-04-04,2020-05-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-23,12,"HO.HA",5,2020-03-10,2020-04-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-23,12,"HO.iHA",13,2020-03-24,2020-04-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-23,12,"Unlinked",13,2020-03-25,2020-03-27,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-30,13,"CO",171,2020-04-11,2020-05-28,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-30,13,"HO.HA",10,2020-03-20,2020-05-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-30,13,"HO.iHA",8,2020-04-03,2020-04-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-30,13,"HO.pHA",7,2020-03-25,2020-04-24,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-03-30,13,"Unlinked",58,2020-03-28,2020-05-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-06,14,"CO",41,2020-04-21,2020-05-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-06,14,"HO.HA",9,NA,2020-05-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-06,14,"HO.iHA",10,2020-04-08,2020-04-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-06,14,"HO.pHA",15,2020-03-30,2020-04-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-06,14,"Unlinked",79,2020-07-31,2020-04-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-13,15,"CO",91,2020-04-27,2020-07-10,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-13,15,"HO.HA",2,2020-04-04,2020-05-22,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-13,15,"HO.iHA",8,2020-04-16,2020-05-07,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-13,15,"HO.pHA",7,2020-04-10,2020-05-01,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-13,15,"Unlinked",78,2020-05-30,2020-06-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-20,16,"CO",69,2020-05-09,2020-06-29,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-20,16,"HO.HA",9,2020-04-06,2020-05-28,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-20,16,"HO.iHA",13,2020-04-22,2020-05-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-20,16,"HO.pHA",5,2020-04-14,2020-05-02,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-20,16,"Unlinked",65,2020-05-18,2020-05-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-27,17,"CO",56,2020-05-12,2020-05-28,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-27,17,"HO.HA",6,2020-04-09,2020-05-07,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-27,17,"HO.iHA",10,2020-04-30,2020-05-29,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-27,17,"HO.pHA",23,2020-04-24,2020-05-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-04-27,17,"Unlinked",135,2020-07-15,2020-06-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-04,18,"CO",33,2020-05-18,2020-06-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-04,18,"HO.HA",6,2020-04-22,2020-05-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-04,18,"HO.iHA",8,2020-05-05,2020-05-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-04,18,"HO.pHA",13,2020-04-27,2020-06-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-04,18,"Unlinked",76,2020-06-22,2020-05-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-11,19,"CO",15,2020-05-22,2020-06-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-11,19,"HO.HA",10,2020-04-26,2020-05-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-11,19,"HO.iHA",9,2020-05-11,2020-05-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-11,19,"HO.pHA",4,2020-05-06,2020-06-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-11,19,"Unlinked",116,2020-07-02,2020-05-15,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-18,20,"CO",15,2020-05-28,2020-06-10,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-18,20,"HO.HA",8,2020-05-07,2020-06-17,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-18,20,"HO.iHA",1,2020-05-16,2020-06-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-18,20,"HO.pHA",11,2020-05-09,2020-07-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-18,20,"Unlinked",51,2020-06-15,2020-05-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-25,21,"CO",20,2020-06-06,2020-06-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-25,21,"HO.HA",6,2020-05-16,2020-06-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-25,21,"HO.iHA",6,2020-05-26,2020-06-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-25,21,"HO.pHA",0,2020-05-23,2020-06-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-05-25,21,"Unlinked",33,2020-07-31,2020-05-20,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-01,22,"CO",21,2020-06-12,2020-06-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-01,22,"HO.iHA",7,2020-06-01,2020-06-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-01,22,"HO.pHA",10,2020-05-18,2020-06-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-01,22,"Unlinked",17,2020-05-28,2020-05-27,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-08,23,"CO",18,2020-06-20,2020-07-04,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-08,23,"HO.HA",4,2020-05-21,2020-06-15,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-08,23,"HO.iHA",12,2020-06-03,2020-06-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-08,23,"Unlinked",41,2020-06-11,2020-06-24,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-15,24,"CO",9,2020-06-25,2020-06-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-15,24,"HO.iHA",6,2020-06-08,2020-06-17,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-15,24,"HO.pHA",3,2020-06-09,2020-06-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-15,24,"Unlinked",89,2020-06-13,2020-06-22,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-22,25,"CO",10,2020-06-25,2020-07-02,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-22,25,"HO.HA",10,2020-05-19,2020-07-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-22,25,"HO.pHA",11,2020-06-15,2020-07-05,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-22,25,"Unlinked",48,2020-06-22,2020-06-17,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-29,26,"CO",1,2020-06-30,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-29,26,"HO.iHA",3,2020-06-22,2020-06-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-06-29,26,"Unlinked",25,2020-06-12,2020-07-27,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-07-06,27,"Unlinked",15,2020-06-26,2020-06-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-07-13,28,"Unlinked",0,2020-05-21,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3558","MLP",2020-07-20,29,"Unlinked",6,2020-06-14,2020-04-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-02-24,8,"Unlinked",14,2020-03-20,2020-03-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-02,9,"CO",4,2020-03-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-02,9,"Unlinked",2,2020-03-31,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-09,10,"CO",22,2020-03-17,2020-05-05,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-09,10,"HO.iHA",17,2020-03-09,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-09,10,"Unlinked",18,2020-04-26,2020-03-04,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-16,11,"CO",62,2020-03-21,2020-04-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-16,11,"HO.HA",2,2020-01-31,2020-05-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-16,11,"HO.iHA",7,2020-03-19,2020-04-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-16,11,"HO.pHA",8,2020-03-10,2020-04-11,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-16,11,"Unlinked",20,2020-06-09,2020-04-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-23,12,"CO",104,2020-04-02,2020-05-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-23,12,"HO.HA",19,2020-03-10,2020-05-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-23,12,"HO.iHA",27,2020-03-27,2020-05-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-23,12,"HO.pHA",10,2020-03-19,2020-04-22,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-23,12,"Unlinked",120,2020-04-22,2020-04-15,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-30,13,"CO",149,2020-04-18,2020-06-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-30,13,"HO.HA",13,2020-03-07,2020-05-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-30,13,"HO.iHA",45,2020-04-03,2020-05-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-30,13,"HO.pHA",24,2020-03-27,2020-04-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-03-30,13,"Unlinked",227,2020-07-13,2020-06-05,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-06,14,"CO",171,2020-04-19,2020-06-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-06,14,"HO.HA",14,2020-03-12,2020-05-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-06,14,"HO.iHA",58,2020-04-10,2020-06-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-06,14,"HO.pHA",0,2020-04-03,2020-05-07,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-06,14,"Unlinked",93,2020-07-25,2020-05-20,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-13,15,"CO",232,2020-05-03,2020-06-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-13,15,"HO.HA",11,2020-04-02,2020-05-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-13,15,"HO.iHA",21,2020-04-17,2020-06-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-13,15,"HO.pHA",7,2020-04-07,2020-05-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-13,15,"Unlinked",304,2020-07-03,2020-06-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-20,16,"CO",84,2020-05-08,2020-06-24,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-20,16,"HO.HA",12,2020-04-06,2020-06-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-20,16,"HO.iHA",14,2020-04-21,2020-06-01,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-20,16,"HO.pHA",15,2020-04-16,2020-05-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-20,16,"Unlinked",191,2020-06-28,2020-05-30,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-27,17,"CO",75,2020-05-14,2020-06-05,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-27,17,"HO.HA",16,2020-04-11,2020-05-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-27,17,"HO.iHA",10,2020-04-30,2020-06-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-27,17,"HO.pHA",7,2020-04-19,2020-05-05,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-04-27,17,"Unlinked",79,2020-08-02,2020-04-28,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-04,18,"CO",67,2020-05-16,2020-06-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-04,18,"HO.HA",15,2020-04-21,2020-06-11,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-04,18,"HO.iHA",0,2020-05-04,2020-06-02,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-04,18,"HO.pHA",2,2020-05-01,2020-06-12,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-04,18,"Unlinked",51,2020-07-07,2020-05-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-11,19,"CO",31,2020-05-17,2020-06-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-11,19,"HO.HA",14,2020-04-29,2020-06-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-11,19,"HO.iHA",1,2020-05-13,2020-06-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-11,19,"HO.pHA",4,2020-05-04,2020-05-26,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-11,19,"Unlinked",25,2020-07-06,2020-06-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-18,20,"CO",51,2020-06-01,2020-07-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-18,20,"HO.HA",8,2020-04-29,2020-05-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-18,20,"HO.iHA",7,2020-05-20,2020-07-02,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-18,20,"HO.pHA",2,2020-05-14,2020-06-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-18,20,"Unlinked",44,2020-05-12,2020-05-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-25,21,"CO",37,2020-06-04,2020-06-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-25,21,"HO.HA",16,2020-05-10,2020-06-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-25,21,"HO.iHA",7,2020-05-23,2020-06-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-25,21,"HO.pHA",3,2020-05-18,2020-06-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-05-25,21,"Unlinked",22,2020-05-28,2020-06-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-01,22,"CO",24,2020-06-17,2020-06-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-01,22,"HO.HA",6,2020-05-22,2020-06-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-01,22,"Unlinked",39,2020-06-03,2020-06-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-08,23,"CO",13,2020-06-20,2020-07-04,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-08,23,"HO.HA",9,2020-03-30,2020-04-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-08,23,"HO.pHA",7,NA,2020-06-27,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-08,23,"Unlinked",15,2020-06-02,2020-06-07,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-15,24,"CO",12,2020-06-30,2020-07-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-15,24,"HO.HA",1,NA,2020-06-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-15,24,"HO.pHA",3,2020-06-09,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-15,24,"Unlinked",2,2020-06-11,2020-06-15,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-22,25,"CO",5,2020-07-10,2020-06-28,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-22,25,"HO.HA",2,2020-05-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-22,25,"Unlinked",8,2020-07-13,2020-06-19,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-29,26,"CO",0,2020-07-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-29,26,"HO.HA",1,2020-06-09,2020-07-08,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-29,26,"HO.iHA",3,2020-06-26,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-29,26,"HO.pHA",1,2020-06-20,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-06-29,26,"Unlinked",2,2020-06-10,2020-06-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-06,27,"CO",10,2020-07-24,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-06,27,"HO.HA",8,2020-01-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-06,27,"HO.iHA",0,2020-07-04,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-06,27,"Unlinked",7,2020-05-25,2020-06-11,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-13,28,"CO",17,2020-07-30,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-13,28,"HO.HA",15,2020-06-27,2020-05-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-13,28,"HO.pHA",5,2020-07-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-13,28,"Unlinked",1,2020-06-10,2020-06-14,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-20,29,"CO",4,2020-07-28,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-20,29,"HO.HA",16,2020-07-07,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-20,29,"Unlinked",7,2020-06-30,2020-07-03,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-27,30,"CO",12,2020-08-02,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-27,30,"HO.HA",13,2020-07-03,2020-06-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3636","TPG",2020-07-27,30,"Unlinked",4,2020-05-24,2020-03-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-02,9,"CO",9,2020-03-04,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-02,9,"HO.iHA",3,2020-02-29,2020-04-24,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-02,9,"Unlinked",3,NA,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-09,10,"CO",14,2020-03-15,2020-03-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-09,10,"HO.iHA",9,2020-03-11,2020-03-13,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-16,11,"CO",16,2020-03-28,2020-04-29,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-16,11,"HO.HA",16,2020-02-22,2020-03-18,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-16,11,"HO.iHA",11,2020-03-20,2020-04-11,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-16,11,"Unlinked",16,NA,NA,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-23,12,"CO",23,2020-03-29,2020-04-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-23,12,"HO.HA",11,2020-03-09,2020-05-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-23,12,"HO.iHA",15,2020-03-27,2020-05-11,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-23,12,"HO.pHA",9,2020-03-17,2020-04-09,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-23,12,"Unlinked",17,2020-04-02,2020-03-25,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-30,13,"CO",165,2020-04-05,2020-05-16,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-30,13,"HO.HA",13,2020-03-20,2020-04-21,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-30,13,"HO.iHA",0,2020-04-03,2020-05-23,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-30,13,"HO.pHA",11,2020-03-22,2020-04-17,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-03-30,13,"Unlinked",55,2020-08-02,2020-05-06,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-04-06,14,"CO",83,2020-04-18,2020-05-22,FALSE
"MIDLANDS","ACUTE","NHS TRUST 3730","BBD",2020-04-06,14,"HO.HA",11,2020-02-15,2020-04-20,FALSE
